fecha,id_sku,id_canal,id_campana,cantidad_vendida_total,venta_total,precio_unitario_promedio,descuento_total,porcentaje_descuento_promedio,numero_transacciones,fecha_creacion,fecha_modificacion,usuario_modificacion
2024-01-05,SKU_1L,CH_01,SIN_CAMPANA,66,132.0,2.0,0.0,0.0,5,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-05,SKU_1L,CH_02,CAMP_003,12,24.0,2.0,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-05,SKU_1L,CH_03,CAMP_001,20,40.0,2.0,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-05,SKU_1L,CH_03,CAMP_003,13,26.0,2.0,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-05,SKU_1L,CH_04,SIN_CAMPANA,21,42.0,2.0,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-05,SKU_20L,CH_02,CAMP_001,25,187.5,7.5,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-05,SKU_20L,CH_03,CAMP_001,30,225.0,7.5,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-05,SKU_20L,CH_03,SIN_CAMPANA,26,195.0,7.5,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-05,SKU_500ML,CH_01,SIN_CAMPANA,101,121.2,1.2,0.0,0.0,5,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-05,SKU_500ML,CH_02,SIN_CAMPANA,23,27.6,1.2,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-05,SKU_500ML,CH_03,CAMP_001,24,28.8,1.2,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-05,SKU_500ML,CH_03,CAMP_002,11,13.2,1.2,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-06,SKU_1L,CH_02,CAMP_003,82,164.0,2.0,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-06,SKU_1L,CH_02,SIN_CAMPANA,70,140.0,2.0,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-06,SKU_1L,CH_03,SIN_CAMPANA,62,124.0,2.0,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-06,SKU_20L,CH_03,CAMP_001,120,900.0,7.5,0.0,0.0,3,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-06,SKU_500ML,CH_01,SIN_CAMPANA,99,118.8,1.2,0.0,0.0,3,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-06,SKU_500ML,CH_02,CAMP_001,29,34.8,1.2,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-06,SKU_500ML,CH_02,SIN_CAMPANA,56,67.2,1.2,0.0,0.0,2,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-06,SKU_500ML,CH_04,CAMP_001,26,31.2,1.2,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-07,SKU_1L,CH_01,SIN_CAMPANA,128,256.0,2.0,0.0,0.0,4,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-07,SKU_1L,CH_03,CAMP_003,34,68.0,2.0,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-07,SKU_20L,CH_01,SIN_CAMPANA,41,307.5,7.5,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-07,SKU_20L,CH_03,SIN_CAMPANA,50,375.0,7.5,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-07,SKU_500ML,CH_01,SIN_CAMPANA,166,199.2,1.2,0.0,0.0,5,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-07,SKU_500ML,CH_03,CAMP_001,55,66.0,1.2,0.0,0.0,2,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-08,SKU_1L,CH_01,SIN_CAMPANA,73,146.0,2.0,0.0,0.0,3,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-08,SKU_1L,CH_02,CAMP_003,16,32.0,2.0,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-08,SKU_1L,CH_04,CAMP_003,11,22.0,2.0,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-08,SKU_20L,CH_01,SIN_CAMPANA,21,157.5,7.5,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-08,SKU_20L,CH_02,SIN_CAMPANA,18,135.0,7.5,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-08,SKU_20L,CH_03,SIN_CAMPANA,45,337.5,7.5,0.0,0.0,2,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-08,SKU_500ML,CH_01,SIN_CAMPANA,65,78.0,1.2,0.0,0.0,3,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-08,SKU_500ML,CH_02,SIN_CAMPANA,43,51.6,1.2,0.0,0.0,2,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-08,SKU_500ML,CH_03,CAMP_001,31,37.2,1.2,0.0,0.0,2,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-08,SKU_500ML,CH_04,SIN_CAMPANA,21,25.2,1.2,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-09,SKU_1L,CH_01,SIN_CAMPANA,129,258.0,2.0,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-09,SKU_20L,CH_02,CAMP_001,37,277.5,7.5,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-09,SKU_20L,CH_02,SIN_CAMPANA,48,360.0,7.5,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-09,SKU_500ML,CH_01,SIN_CAMPANA,114,136.8,1.2,0.0,0.0,3,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-09,SKU_500ML,CH_03,SIN_CAMPANA,44,52.8,1.2,0.0,0.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-10,SKU_1L,CH_01,SIN_CAMPANA,40,72.0,1.8,8.0,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-10,SKU_1L,CH_02,SIN_CAMPANA,48,86.4,1.8,9.6,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-10,SKU_1L,CH_04,CAMP_003,38,68.4,1.8,7.6,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-10,SKU_1L,CH_04,SIN_CAMPANA,29,52.2,1.8,5.8,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-10,SKU_20L,CH_01,SIN_CAMPANA,23,155.25,6.75,17.25,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-10,SKU_20L,CH_03,SIN_CAMPANA,19,128.25,6.75,14.25,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-10,SKU_20L,CH_04,CAMP_001,18,121.5,6.75,13.5,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-10,SKU_20L,CH_04,SIN_CAMPANA,23,155.25,6.75,17.25,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-10,SKU_500ML,CH_01,SIN_CAMPANA,65,70.2,1.08,7.8,10.0,4,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-10,SKU_500ML,CH_02,CAMP_001,16,17.28,1.08,1.92,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-10,SKU_500ML,CH_02,CAMP_002,48,51.84,1.08,5.76,10.0,2,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-10,SKU_500ML,CH_02,SIN_CAMPANA,49,52.92,1.08,5.88,10.0,3,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-10,SKU_500ML,CH_03,CAMP_002,13,14.04,1.08,1.56,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-10,SKU_500ML,CH_03,SIN_CAMPANA,13,14.04,1.08,1.56,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-11,SKU_1L,CH_01,SIN_CAMPANA,34,61.2,1.8,6.8,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-11,SKU_1L,CH_02,CAMP_001,42,75.6,1.8,8.4,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-11,SKU_1L,CH_02,SIN_CAMPANA,26,46.8,1.8,5.2,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-11,SKU_1L,CH_03,CAMP_003,41,73.8,1.8,8.2,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-11,SKU_20L,CH_01,SIN_CAMPANA,43,290.25,6.75,32.25,10.0,4,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-11,SKU_20L,CH_03,CAMP_001,19,128.25,6.75,14.25,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-11,SKU_20L,CH_04,CAMP_001,31,209.25,6.75,23.25,10.0,3,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-11,SKU_500ML,CH_03,SIN_CAMPANA,71,76.68,1.08,8.52,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-11,SKU_500ML,CH_04,CAMP_001,132,142.56,1.08,15.84,10.0,2,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-12,SKU_1L,CH_01,SIN_CAMPANA,17,30.6,1.8,3.4,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-12,SKU_1L,CH_02,CAMP_001,30,54.0,1.8,6.0,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-12,SKU_1L,CH_02,SIN_CAMPANA,25,45.0,1.8,5.0,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-12,SKU_1L,CH_03,SIN_CAMPANA,17,30.6,1.8,3.4,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-12,SKU_1L,CH_04,SIN_CAMPANA,41,73.8,1.8,8.2,10.0,2,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-12,SKU_20L,CH_02,CAMP_001,98,661.5,6.75,73.5,10.0,2,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-12,SKU_500ML,CH_01,SIN_CAMPANA,82,88.56,1.08,9.84,10.0,5,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-12,SKU_500ML,CH_02,CAMP_002,18,19.44,1.08,2.16,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-12,SKU_500ML,CH_03,CAMP_002,27,29.16,1.08,3.24,10.0,2,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-12,SKU_500ML,CH_03,SIN_CAMPANA,58,62.64,1.08,6.96,10.0,3,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-13,SKU_1L,CH_01,SIN_CAMPANA,114,205.2,1.8,22.8,10.0,4,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-13,SKU_1L,CH_02,SIN_CAMPANA,32,57.6,1.8,6.4,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-13,SKU_1L,CH_04,CAMP_001,36,64.8,1.8,7.2,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-13,SKU_20L,CH_01,SIN_CAMPANA,75,506.25,6.75,56.25,10.0,2,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-13,SKU_20L,CH_03,CAMP_001,39,263.25,6.75,29.25,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-13,SKU_500ML,CH_04,CAMP_001,83,89.64,1.08,9.96,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-13,SKU_500ML,CH_04,SIN_CAMPANA,101,109.08,1.08,12.12,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-14,SKU_1L,CH_01,SIN_CAMPANA,47,84.6,1.8,9.4,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-14,SKU_1L,CH_02,CAMP_001,39,70.2,1.8,7.8,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-14,SKU_1L,CH_02,CAMP_003,50,90.0,1.8,10.0,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-14,SKU_1L,CH_02,SIN_CAMPANA,45,81.0,1.8,9.0,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-14,SKU_20L,CH_01,SIN_CAMPANA,30,202.5,6.75,22.5,10.0,2,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-14,SKU_20L,CH_02,CAMP_001,18,121.5,6.75,13.5,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-14,SKU_20L,CH_02,SIN_CAMPANA,14,94.5,6.75,10.5,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-14,SKU_20L,CH_03,CAMP_001,19,128.25,6.75,14.25,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-14,SKU_20L,CH_03,SIN_CAMPANA,17,114.75,6.75,12.75,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-14,SKU_20L,CH_04,SIN_CAMPANA,20,135.0,6.75,15.0,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-14,SKU_500ML,CH_01,SIN_CAMPANA,234,252.72,1.08,28.08,10.0,7,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-15,SKU_1L,CH_01,SIN_CAMPANA,101,181.8,1.8,20.2,10.0,3,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-15,SKU_1L,CH_02,CAMP_003,43,77.4,1.8,8.6,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-15,SKU_1L,CH_04,CAMP_003,48,86.4,1.8,9.6,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-15,SKU_20L,CH_01,SIN_CAMPANA,71,479.25,6.75,53.25,10.0,2,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-15,SKU_20L,CH_03,SIN_CAMPANA,25,168.75,6.75,18.75,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-15,SKU_20L,CH_04,SIN_CAMPANA,29,195.75,6.75,21.75,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-15,SKU_500ML,CH_01,SIN_CAMPANA,177,191.16,1.08,21.24,10.0,5,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-15,SKU_500ML,CH_02,SIN_CAMPANA,40,43.2,1.08,4.8,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-16,SKU_1L,CH_01,SIN_CAMPANA,86,154.8,1.8,17.2,10.0,2,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-16,SKU_1L,CH_02,SIN_CAMPANA,43,77.4,1.8,8.6,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-16,SKU_1L,CH_03,CAMP_003,39,70.2,1.8,7.8,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-16,SKU_20L,CH_01,SIN_CAMPANA,104,702.0,6.75,78.0,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-16,SKU_500ML,CH_01,SIN_CAMPANA,171,184.68,1.08,20.52,10.0,5,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-16,SKU_500ML,CH_02,CAMP_002,34,36.72,1.08,4.08,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-16,SKU_500ML,CH_04,SIN_CAMPANA,24,25.92,1.08,2.88,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-17,SKU_1L,CH_03,CAMP_001,190,342.0,1.8,38.0,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-17,SKU_20L,CH_02,CAMP_001,16,108.0,6.75,12.0,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-17,SKU_20L,CH_02,SIN_CAMPANA,16,108.0,6.75,12.0,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-17,SKU_20L,CH_03,CAMP_001,30,202.5,6.75,22.5,10.0,2,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-17,SKU_20L,CH_04,SIN_CAMPANA,21,141.75,6.75,15.75,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-17,SKU_500ML,CH_01,SIN_CAMPANA,122,131.76,1.08,14.64,10.0,3,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-17,SKU_500ML,CH_02,SIN_CAMPANA,39,42.12,1.08,4.68,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-17,SKU_500ML,CH_03,CAMP_001,34,36.72,1.08,4.08,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-18,SKU_1L,CH_01,SIN_CAMPANA,64,115.2,1.8,12.8,10.0,2,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-18,SKU_1L,CH_02,CAMP_001,30,54.0,1.8,6.0,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-18,SKU_1L,CH_02,SIN_CAMPANA,28,50.4,1.8,5.6,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-18,SKU_1L,CH_03,SIN_CAMPANA,35,63.0,1.8,7.0,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-18,SKU_1L,CH_04,CAMP_001,35,63.0,1.8,7.0,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-18,SKU_20L,CH_01,SIN_CAMPANA,46,310.5,6.75,34.5,10.0,2,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-18,SKU_20L,CH_02,CAMP_001,22,148.5,6.75,16.5,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-18,SKU_20L,CH_02,SIN_CAMPANA,52,351.0,6.75,39.0,10.0,2,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-18,SKU_20L,CH_03,CAMP_001,22,148.5,6.75,16.5,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-18,SKU_500ML,CH_01,SIN_CAMPANA,153,165.24,1.08,18.36,10.0,2,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-18,SKU_500ML,CH_02,SIN_CAMPANA,64,69.12,1.08,7.68,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-18,SKU_500ML,CH_03,CAMP_002,79,85.32,1.08,9.48,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-19,SKU_1L,CH_01,SIN_CAMPANA,40,72.0,1.8,8.0,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-19,SKU_1L,CH_02,SIN_CAMPANA,47,84.6,1.8,9.4,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-19,SKU_1L,CH_03,SIN_CAMPANA,49,88.2,1.8,9.8,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-19,SKU_20L,CH_01,SIN_CAMPANA,34,229.5,6.75,25.5,10.0,2,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-19,SKU_20L,CH_02,CAMP_001,17,114.75,6.75,12.75,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
2024-01-19,SKU_20L,CH_02,SIN_CAMPANA,17,114.75,6.75,12.75,10.0,1,2026-06-02 02:05:31.228869,2026-06-02 02:05:31.228869,postgres
