fecha_foto,id_sku,stock_inicial_sistema,ingresos_almacen,stock_apertura,stock_disponible_cierre,stock_minimo,costo_unitario,quiebre_stock_flag,etl_source_file,etl_loaded_at
2024-01-08,SKU_1L,495,0,495,395,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-08,SKU_20L,340,254,594,510,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-09,SKU_500ML,650,0,650,492,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-09,SKU_1L,395,0,395,266,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-09,SKU_20L,510,0,510,425,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-10,SKU_500ML,492,0,492,288,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-10,SKU_1L,266,0,266,111,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-10,SKU_20L,425,0,425,342,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-11,SKU_500ML,288,0,288,85,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-11,SKU_1L,111,533,644,501,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-11,SKU_20L,342,0,342,249,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-12,SKU_500ML,85,526,611,426,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-12,SKU_1L,501,0,501,371,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-12,SKU_20L,249,0,249,151,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-13,SKU_500ML,426,0,426,242,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-13,SKU_1L,371,0,371,189,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-13,SKU_20L,151,0,151,37,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-14,SKU_500ML,242,496,738,504,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-14,SKU_1L,189,483,672,491,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-14,SKU_20L,37,262,299,181,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-15,SKU_500ML,504,718,1222,1005,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-15,SKU_1L,491,0,491,299,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-15,SKU_20L,181,257,438,313,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-16,SKU_500ML,1005,0,1005,776,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-16,SKU_1L,299,0,299,131,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-16,SKU_20L,313,0,313,209,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-17,SKU_500ML,776,0,776,581,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-17,SKU_1L,131,518,649,459,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-17,SKU_20L,209,0,209,126,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-18,SKU_500ML,581,0,581,285,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-18,SKU_1L,459,0,459,267,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-18,SKU_20L,126,290,416,274,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-19,SKU_500ML,285,608,893,707,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-19,SKU_1L,267,0,267,131,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-19,SKU_20L,274,0,274,184,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-20,SKU_500ML,707,0,707,462,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-20,SKU_1L,131,549,680,512,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-20,SKU_20L,184,0,184,64,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-21,SKU_500ML,462,0,462,272,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-21,SKU_1L,512,0,512,359,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-21,SKU_20L,64,267,331,228,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-22,SKU_500ML,272,617,889,702,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-22,SKU_1L,359,644,1003,876,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-22,SKU_20L,228,0,228,159,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-23,SKU_500ML,702,0,702,584,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-23,SKU_1L,876,0,876,754,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-23,SKU_20L,159,0,159,99,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-24,SKU_500ML,584,0,584,498,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-24,SKU_1L,754,0,754,623,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-24,SKU_20L,99,400,499,418,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-25,SKU_500ML,498,0,498,362,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-25,SKU_1L,623,0,623,478,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-25,SKU_20L,418,0,418,328,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-26,SKU_500ML,362,0,362,176,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-26,SKU_1L,478,0,478,343,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-26,SKU_20L,328,0,328,246,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-27,SKU_500ML,176,638,814,614,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-27,SKU_1L,343,0,343,180,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-27,SKU_20L,246,0,246,141,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-28,SKU_500ML,614,0,614,448,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-28,SKU_1L,180,310,490,321,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-28,SKU_20L,141,273,414,326,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-29,SKU_500ML,448,0,448,243,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-29,SKU_1L,321,0,321,220,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-29,SKU_20L,326,0,326,236,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-30,SKU_500ML,243,541,784,576,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-30,SKU_1L,220,0,220,64,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-30,SKU_20L,236,0,236,134,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-31,SKU_500ML,576,0,576,337,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-31,SKU_1L,64,408,472,297,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-01-31,SKU_20L,134,235,369,277,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-01,SKU_500ML,337,634,971,831,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-01,SKU_1L,297,404,701,543,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-01,SKU_20L,277,331,608,535,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-02,SKU_500ML,831,0,831,654,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-02,SKU_1L,543,0,543,437,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-02,SKU_20L,535,0,535,456,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-03,SKU_500ML,654,0,654,440,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-03,SKU_1L,437,0,437,256,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-03,SKU_20L,456,0,456,320,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-04,SKU_500ML,440,0,440,197,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-04,SKU_1L,256,0,256,77,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-04,SKU_20L,320,0,320,203,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-05,SKU_500ML,197,696,893,711,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-05,SKU_1L,77,477,554,413,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-05,SKU_20L,203,0,203,96,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-06,SKU_500ML,711,0,711,502,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-06,SKU_1L,413,0,413,249,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-06,SKU_20L,96,442,538,434,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-07,SKU_500ML,502,0,502,308,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-07,SKU_1L,249,0,249,73,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-07,SKU_20L,434,0,434,348,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-08,SKU_500ML,308,0,308,109,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-08,SKU_1L,73,457,530,385,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-08,SKU_20L,348,353,701,601,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-09,SKU_500ML,109,776,885,666,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-09,SKU_1L,385,0,385,238,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-09,SKU_20L,601,0,601,492,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-10,SKU_500ML,666,0,666,440,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-10,SKU_1L,238,0,238,39,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-10,SKU_20L,492,0,492,373,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-11,SKU_500ML,440,0,440,222,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-11,SKU_1L,39,452,491,319,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-11,SKU_20L,373,0,373,233,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-12,SKU_500ML,222,580,802,513,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-12,SKU_1L,319,0,319,120,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-12,SKU_20L,233,0,233,93,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-13,SKU_500ML,513,0,513,288,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-13,SKU_1L,120,417,537,369,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-13,SKU_20L,93,314,407,315,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-14,SKU_500ML,288,0,288,58,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-14,SKU_1L,369,0,369,178,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-14,SKU_20L,315,0,315,198,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-15,SKU_500ML,58,576,634,341,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-15,SKU_1L,178,463,641,427,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-15,SKU_20L,198,253,451,296,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-16,SKU_500ML,341,0,341,117,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-16,SKU_1L,427,0,427,218,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-16,SKU_20L,296,0,296,169,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-17,SKU_500ML,117,659,776,531,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-17,SKU_1L,218,0,218,0,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-17,SKU_20L,169,0,169,32,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-18,SKU_500ML,531,0,531,266,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-18,SKU_1L,0,334,334,126,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-18,SKU_20L,32,216,248,137,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-19,SKU_500ML,266,453,719,458,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-19,SKU_1L,126,395,521,340,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-19,SKU_20L,137,296,433,327,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-20,SKU_500ML,458,0,458,216,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-20,SKU_1L,340,0,340,184,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-20,SKU_20L,327,0,327,214,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-21,SKU_500ML,216,579,795,639,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-21,SKU_1L,184,552,736,580,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-21,SKU_20L,214,0,214,117,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-22,SKU_500ML,639,0,639,445,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-22,SKU_1L,580,430,1010,866,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-22,SKU_20L,117,322,439,330,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-23,SKU_500ML,445,0,445,195,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-23,SKU_1L,866,0,866,664,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-23,SKU_20L,330,0,330,222,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-24,SKU_500ML,195,621,816,498,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-24,SKU_1L,664,0,664,447,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-24,SKU_20L,222,0,222,83,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-25,SKU_500ML,498,0,498,252,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-25,SKU_1L,447,0,447,290,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-25,SKU_20L,83,135,218,125,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-26,SKU_500ML,252,604,856,713,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-26,SKU_1L,290,0,290,156,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-26,SKU_20L,125,259,384,314,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-27,SKU_500ML,713,0,713,442,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-27,SKU_1L,156,563,719,502,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-27,SKU_20L,314,0,314,188,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-28,SKU_500ML,442,0,442,186,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-28,SKU_1L,502,0,502,340,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-28,SKU_20L,188,0,188,111,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-29,SKU_500ML,186,619,805,510,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-29,SKU_1L,340,0,340,172,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-02-29,SKU_20L,111,194,305,206,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-01,SKU_500ML,510,600,1110,945,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-01,SKU_1L,172,379,551,432,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-01,SKU_20L,206,252,458,347,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-02,SKU_500ML,945,0,945,670,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-02,SKU_1L,432,0,432,240,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-02,SKU_20L,347,0,347,235,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-03,SKU_500ML,670,0,670,439,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-03,SKU_1L,240,0,240,44,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-03,SKU_20L,235,0,235,100,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-04,SKU_500ML,439,0,439,188,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-04,SKU_1L,44,545,589,437,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-04,SKU_20L,100,302,402,308,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-05,SKU_500ML,188,428,616,295,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-05,SKU_1L,437,0,437,247,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-05,SKU_20L,308,0,308,191,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-06,SKU_500ML,295,0,295,0,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-06,SKU_1L,247,0,247,51,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-06,SKU_20L,191,0,191,83,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-07,SKU_500ML,0,563,563,312,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-07,SKU_1L,51,459,510,307,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-07,SKU_20L,83,274,357,237,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-08,SKU_500ML,312,0,312,28,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-08,SKU_1L,307,309,616,395,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-08,SKU_20L,237,235,472,362,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-09,SKU_500ML,28,298,326,14,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-09,SKU_1L,395,0,395,162,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-09,SKU_20L,362,0,362,207,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-10,SKU_500ML,14,646,660,416,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-10,SKU_1L,162,380,542,330,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-10,SKU_20L,207,0,207,65,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-11,SKU_500ML,416,0,416,164,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-11,SKU_1L,330,0,330,155,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-11,SKU_20L,65,351,416,322,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-12,SKU_500ML,164,394,558,292,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-12,SKU_1L,155,399,554,356,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-12,SKU_20L,322,0,322,192,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-13,SKU_500ML,292,0,292,0,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-13,SKU_1L,356,0,356,166,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-13,SKU_20L,192,0,192,49,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-14,SKU_500ML,0,629,629,426,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-14,SKU_1L,166,569,735,576,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-14,SKU_20L,49,223,272,171,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-15,SKU_500ML,426,622,1048,745,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-15,SKU_1L,576,0,576,369,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-15,SKU_20L,171,277,448,298,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-16,SKU_500ML,745,0,745,459,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-16,SKU_1L,369,0,369,178,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-16,SKU_20L,298,0,298,178,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-17,SKU_500ML,459,0,459,225,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-17,SKU_1L,178,425,603,381,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-17,SKU_20L,178,0,178,22,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-18,SKU_500ML,225,520,745,501,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-18,SKU_1L,381,0,381,230,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-18,SKU_20L,22,230,252,161,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-19,SKU_500ML,501,0,501,202,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-19,SKU_1L,230,0,230,59,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-19,SKU_20L,161,0,161,69,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-20,SKU_500ML,202,654,856,640,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-20,SKU_1L,59,388,447,282,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-20,SKU_20L,69,363,432,335,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-21,SKU_500ML,640,0,640,408,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-21,SKU_1L,282,0,282,117,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-21,SKU_20L,335,0,335,217,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-22,SKU_500ML,408,0,408,158,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-22,SKU_1L,117,422,539,304,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
