id_transaccion,fecha_venta,id_cliente,id_canal,id_campana,estado_venta,etl_source_file,etl_loaded_at
TX_000043,2024-01-04 13:20:00,CLI_0115,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000044,2024-01-04 19:34:00,CLI_0011,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000045,2024-01-04 08:08:00,CLI_0020,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000046,2024-01-04 09:14:00,CLI_0050,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000047,2024-01-04 20:44:00,CLI_0020,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000048,2024-01-04 13:45:00,CLI_0028,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000049,2024-01-04 15:04:00,CLI_0054,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000050,2024-01-04 17:26:00,CLI_0043,CH_04,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000051,2024-01-04 14:34:00,CLI_0060,CH_04,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000052,2024-01-04 09:26:00,CLI_0008,CH_04,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000053,2024-01-04 12:13:00,CLI_0107,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000054,2024-01-04 14:26:00,CLI_0050,CH_04,CAMP_003,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000055,2024-01-04 18:57:00,CLI_0099,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000056,2024-01-04 15:37:00,CLI_0090,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000057,2024-01-04 19:01:00,CLI_0110,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000058,2024-01-04 09:56:00,CLI_0098,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000059,2024-01-04 12:36:00,CLI_0049,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000060,2024-01-05 15:30:00,CLI_0001,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000061,2024-01-05 20:22:00,CLI_0039,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000062,2024-01-05 11:48:00,CLI_0050,CH_03,CAMP_002,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000063,2024-01-05 09:54:00,CLI_0115,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000064,2024-01-05 12:53:00,CLI_0054,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000065,2024-01-05 14:34:00,CLI_0096,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000066,2024-01-05 11:47:00,CLI_0070,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000067,2024-01-05 11:51:00,CLI_0078,CH_03,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000068,2024-01-05 16:57:00,CLI_0029,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000069,2024-01-05 21:31:00,CLI_0029,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000070,2024-01-05 14:17:00,CLI_0056,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000071,2024-01-05 10:31:00,CLI_0004,CH_03,CAMP_003,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000072,2024-01-05 18:24:00,CLI_0044,CH_04,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000073,2024-01-05 13:42:00,CLI_0087,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000074,2024-01-05 12:51:00,CLI_0052,CH_03,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000075,2024-01-05 13:46:00,CLI_0022,CH_02,CAMP_003,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000076,2024-01-05 15:53:00,CLI_0060,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000077,2024-01-05 14:58:00,CLI_0017,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000078,2024-01-05 14:39:00,CLI_0069,CH_02,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000079,2024-01-05 10:01:00,CLI_0117,CH_03,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000080,2024-01-06 11:25:00,CLI_0076,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000081,2024-01-06 16:36:00,CLI_0085,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000082,2024-01-06 08:01:00,CLI_0011,CH_04,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000083,2024-01-06 18:41:00,CLI_0055,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000084,2024-01-06 16:08:00,CLI_0111,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000085,2024-01-06 14:29:00,CLI_0024,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000086,2024-01-06 08:03:00,CLI_0034,CH_02,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000087,2024-01-06 19:24:00,CLI_0042,CH_02,CAMP_003,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000088,2024-01-06 16:13:00,CLI_0059,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000089,2024-01-06 14:20:00,CLI_0044,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000090,2024-01-06 13:48:00,CLI_0113,CH_03,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000091,2024-01-06 12:24:00,CLI_0036,CH_03,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000092,2024-01-06 08:48:00,CLI_0107,CH_03,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000093,2024-01-07 21:26:00,CLI_0033,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000094,2024-01-07 12:53:00,CLI_0011,CH_03,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000095,2024-01-07 15:30:00,CLI_0003,CH_03,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000096,2024-01-07 14:47:00,CLI_0070,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000097,2024-01-07 08:03:00,CLI_0045,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000098,2024-01-07 12:14:00,CLI_0084,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000099,2024-01-07 21:04:00,CLI_0100,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000100,2024-01-07 13:41:00,CLI_0006,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000101,2024-01-07 12:48:00,CLI_0004,CH_03,CAMP_003,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000102,2024-01-07 17:15:00,CLI_0026,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000103,2024-01-07 14:53:00,CLI_0003,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000104,2024-01-07 08:39:00,CLI_0020,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000105,2024-01-07 08:15:00,CLI_0017,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000106,2024-01-07 12:30:00,CLI_0086,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000107,2024-01-08 14:07:00,CLI_0073,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000108,2024-01-08 18:13:00,CLI_0060,CH_03,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000109,2024-01-08 14:44:00,CLI_0033,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000110,2024-01-08 08:49:00,CLI_0048,CH_04,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000111,2024-01-08 11:10:00,CLI_0078,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000112,2024-01-08 14:38:00,CLI_0096,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000113,2024-01-08 11:45:00,CLI_0015,CH_03,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000114,2024-01-08 15:49:00,CLI_0105,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000115,2024-01-08 13:10:00,CLI_0040,CH_02,CAMP_003,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000116,2024-01-08 08:06:00,CLI_0075,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000117,2024-01-08 15:01:00,CLI_0119,CH_04,CAMP_003,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000118,2024-01-08 13:19:00,CLI_0074,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000119,2024-01-08 12:43:00,CLI_0117,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000120,2024-01-08 08:24:00,CLI_0051,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000121,2024-01-08 13:45:00,CLI_0026,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000122,2024-01-08 12:04:00,CLI_0076,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000123,2024-01-08 11:44:00,CLI_0107,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000124,2024-01-09 18:40:00,CLI_0032,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000125,2024-01-09 09:06:00,CLI_0090,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000126,2024-01-09 16:49:00,CLI_0039,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000127,2024-01-09 09:54:00,CLI_0088,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000128,2024-01-09 17:38:00,CLI_0104,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000129,2024-01-09 13:07:00,CLI_0102,CH_02,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000130,2024-01-09 18:36:00,CLI_0101,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000131,2024-01-10 12:02:00,CLI_0045,CH_02,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000132,2024-01-10 14:34:00,CLI_0055,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000133,2024-01-10 12:42:00,CLI_0048,CH_03,CAMP_002,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000134,2024-01-10 09:04:00,CLI_0065,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000135,2024-01-10 15:41:00,CLI_0044,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000136,2024-01-10 18:00:00,CLI_0109,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000137,2024-01-10 08:26:00,CLI_0106,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000138,2024-01-10 09:31:00,CLI_0014,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000139,2024-01-10 08:27:00,CLI_0047,CH_02,CAMP_002,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000140,2024-01-10 14:40:00,CLI_0115,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000141,2024-01-10 12:53:00,CLI_0059,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000142,2024-01-10 13:45:00,CLI_0020,CH_02,CAMP_002,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000143,2024-01-10 09:27:00,CLI_0023,CH_04,CAMP_003,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000144,2024-01-10 17:46:00,CLI_0067,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000145,2024-01-10 17:41:00,CLI_0035,CH_04,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000146,2024-01-10 14:39:00,CLI_0104,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000147,2024-01-10 14:58:00,CLI_0069,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000148,2024-01-10 16:49:00,CLI_0062,CH_04,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000149,2024-01-10 13:29:00,CLI_0056,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000150,2024-01-10 16:52:00,CLI_0094,CH_04,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000151,2024-01-11 13:37:00,CLI_0035,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000152,2024-01-11 10:20:00,CLI_0110,CH_04,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000153,2024-01-11 13:15:00,CLI_0107,CH_04,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000154,2024-01-11 15:59:00,CLI_0012,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000155,2024-01-11 14:17:00,CLI_0113,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000156,2024-01-11 14:28:00,CLI_0032,CH_02,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000157,2024-01-11 10:48:00,CLI_0060,CH_03,CAMP_003,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000158,2024-01-11 17:36:00,CLI_0079,CH_04,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000159,2024-01-11 21:42:00,CLI_0049,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000160,2024-01-11 18:21:00,CLI_0004,CH_04,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000161,2024-01-11 14:31:00,CLI_0109,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000162,2024-01-11 08:20:00,CLI_0024,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000163,2024-01-11 20:31:00,CLI_0028,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000164,2024-01-11 17:22:00,CLI_0103,CH_04,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000165,2024-01-11 09:16:00,CLI_0044,CH_03,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000166,2024-01-12 08:17:00,CLI_0113,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000167,2024-01-12 17:38:00,CLI_0090,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000168,2024-01-12 12:56:00,CLI_0036,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000169,2024-01-12 13:35:00,CLI_0002,CH_03,CAMP_002,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000170,2024-01-12 14:33:00,CLI_0025,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000171,2024-01-12 12:05:00,CLI_0031,CH_02,CAMP_002,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000172,2024-01-12 12:46:00,CLI_0053,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000173,2024-01-12 14:31:00,CLI_0072,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000174,2024-01-12 16:48:00,CLI_0031,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000175,2024-01-12 12:44:00,CLI_0061,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000176,2024-01-12 11:41:00,CLI_0092,CH_03,CAMP_002,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000177,2024-01-12 11:31:00,CLI_0058,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000178,2024-01-12 13:50:00,CLI_0003,CH_04,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000179,2024-01-12 14:05:00,CLI_0038,CH_04,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000180,2024-01-12 08:14:00,CLI_0052,CH_02,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000181,2024-01-12 08:44:00,CLI_0032,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000182,2024-01-12 11:19:00,CLI_0085,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000183,2024-01-12 17:37:00,CLI_0048,CH_02,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000184,2024-01-12 19:30:00,CLI_0071,CH_02,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000185,2024-01-13 14:33:00,CLI_0045,CH_04,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000186,2024-01-13 12:27:00,CLI_0096,CH_04,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000187,2024-01-13 15:35:00,CLI_0043,CH_04,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000188,2024-01-13 14:22:00,CLI_0090,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000189,2024-01-13 17:29:00,CLI_0035,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000190,2024-01-13 14:19:00,CLI_0033,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000191,2024-01-13 19:14:00,CLI_0016,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000192,2024-01-13 16:46:00,CLI_0025,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000193,2024-01-13 21:20:00,CLI_0016,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000194,2024-01-13 14:47:00,CLI_0069,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000195,2024-01-13 21:48:00,CLI_0089,CH_03,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000196,2024-01-14 17:11:00,CLI_0025,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000197,2024-01-14 12:13:00,CLI_0095,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000198,2024-01-14 17:30:00,CLI_0036,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000199,2024-01-14 08:46:00,CLI_0076,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000200,2024-01-14 11:48:00,CLI_0068,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000201,2024-01-14 16:38:00,CLI_0037,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000202,2024-01-14 08:06:00,CLI_0107,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000203,2024-01-14 08:12:00,CLI_0038,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000204,2024-01-14 16:14:00,CLI_0047,CH_02,CAMP_003,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000205,2024-01-14 14:11:00,CLI_0039,CH_02,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000206,2024-01-14 12:00:00,CLI_0091,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000207,2024-01-14 19:34:00,CLI_0017,CH_04,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000208,2024-01-14 13:17:00,CLI_0006,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000209,2024-01-14 13:03:00,CLI_0071,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000210,2024-01-14 12:18:00,CLI_0090,CH_03,CAMP_001,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000211,2024-01-14 13:08:00,CLI_0082,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000212,2024-01-14 10:55:00,CLI_0097,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
