id_transaccion,linea_detalle,id_sku,cantidad_vendida,precio_unitario_aplicado,porcentaje_descuento,monto_descuento,monto_linea,etl_source_file,etl_loaded_at
TX_000091,1,SKU_20L,26,7.50,0,0.00,195.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000092,1,SKU_20L,53,7.50,0,0.00,397.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000093,1,SKU_500ML,26,1.20,0,0.00,31.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000094,1,SKU_500ML,30,1.20,0,0.00,36.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000095,1,SKU_500ML,25,1.20,0,0.00,30.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000096,1,SKU_500ML,33,1.20,0,0.00,39.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000097,1,SKU_500ML,27,1.20,0,0.00,32.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000098,1,SKU_500ML,45,1.20,0,0.00,54.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000099,1,SKU_500ML,35,1.20,0,0.00,42.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000100,1,SKU_1L,36,2.00,0,0.00,72.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000101,1,SKU_1L,34,2.00,0,0.00,68.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000102,1,SKU_1L,29,2.00,0,0.00,58.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000103,1,SKU_1L,26,2.00,0,0.00,52.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000104,1,SKU_1L,37,2.00,0,0.00,74.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000105,1,SKU_20L,41,7.50,0,0.00,307.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000106,1,SKU_20L,50,7.50,0,0.00,375.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000107,1,SKU_500ML,25,1.20,0,0.00,30.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000108,1,SKU_500ML,16,1.20,0,0.00,19.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000109,1,SKU_500ML,18,1.20,0,0.00,21.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000110,1,SKU_500ML,21,1.20,0,0.00,25.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000111,1,SKU_500ML,21,1.20,0,0.00,25.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000112,1,SKU_500ML,22,1.20,0,0.00,26.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000113,1,SKU_500ML,15,1.20,0,0.00,18.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000114,1,SKU_500ML,22,1.20,0,0.00,26.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000115,1,SKU_1L,16,2.00,0,0.00,32.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000116,1,SKU_1L,26,2.00,0,0.00,52.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000117,1,SKU_1L,11,2.00,0,0.00,22.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000118,1,SKU_1L,28,2.00,0,0.00,56.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000119,1,SKU_1L,19,2.00,0,0.00,38.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000120,1,SKU_20L,26,7.50,0,0.00,195.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000121,1,SKU_20L,19,7.50,0,0.00,142.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000122,1,SKU_20L,18,7.50,0,0.00,135.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000123,1,SKU_20L,21,7.50,0,0.00,157.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000124,1,SKU_500ML,42,1.20,0,0.00,50.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000125,1,SKU_500ML,34,1.20,0,0.00,40.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000126,1,SKU_500ML,44,1.20,0,0.00,52.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000127,1,SKU_500ML,38,1.20,0,0.00,45.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000128,1,SKU_1L,129,2.00,0,0.00,258.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000129,1,SKU_20L,37,7.50,0,0.00,277.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000130,1,SKU_20L,48,7.50,0,0.00,360.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000131,1,SKU_500ML,16,1.08,10,1.92,17.28,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000132,1,SKU_500ML,16,1.08,10,1.92,17.28,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000133,1,SKU_500ML,13,1.08,10,1.56,14.04,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000134,1,SKU_500ML,13,1.08,10,1.56,14.04,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000135,1,SKU_500ML,18,1.08,10,2.16,19.44,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000136,1,SKU_500ML,13,1.08,10,1.56,14.04,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000137,1,SKU_500ML,17,1.08,10,2.04,18.36,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000138,1,SKU_500ML,22,1.08,10,2.64,23.76,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000139,1,SKU_500ML,26,1.08,10,3.12,28.08,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000140,1,SKU_500ML,19,1.08,10,2.28,20.52,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000141,1,SKU_500ML,9,1.08,10,1.08,9.72,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000142,1,SKU_500ML,22,1.08,10,2.64,23.76,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000143,1,SKU_1L,38,1.80,10,7.60,68.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000144,1,SKU_1L,40,1.80,10,8.00,72.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000145,1,SKU_1L,29,1.80,10,5.80,52.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000146,1,SKU_1L,48,1.80,10,9.60,86.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000147,1,SKU_20L,19,6.75,10,14.25,128.25,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000148,1,SKU_20L,18,6.75,10,13.50,121.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000149,1,SKU_20L,23,6.75,10,17.25,155.25,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000150,1,SKU_20L,23,6.75,10,17.25,155.25,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000151,1,SKU_500ML,71,1.08,10,8.52,76.68,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000152,1,SKU_500ML,66,1.08,10,7.92,71.28,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000153,1,SKU_500ML,66,1.08,10,7.92,71.28,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000154,1,SKU_1L,34,1.80,10,6.80,61.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000155,1,SKU_1L,26,1.80,10,5.20,46.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000156,1,SKU_1L,42,1.80,10,8.40,75.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000157,1,SKU_1L,41,1.80,10,8.20,73.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000158,1,SKU_20L,8,6.75,10,6.00,54.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000159,1,SKU_20L,8,6.75,10,6.00,54.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000160,1,SKU_20L,13,6.75,10,9.75,87.75,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000161,1,SKU_20L,11,6.75,10,8.25,74.25,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000162,1,SKU_20L,7,6.75,10,5.25,47.25,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000163,1,SKU_20L,17,6.75,10,12.75,114.75,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000164,1,SKU_20L,10,6.75,10,7.50,67.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000165,1,SKU_20L,19,6.75,10,14.25,128.25,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000166,1,SKU_500ML,18,1.08,10,2.16,19.44,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000167,1,SKU_500ML,16,1.08,10,1.92,17.28,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000168,1,SKU_500ML,18,1.08,10,2.16,19.44,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000169,1,SKU_500ML,8,1.08,10,0.96,8.64,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000170,1,SKU_500ML,14,1.08,10,1.68,15.12,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000171,1,SKU_500ML,18,1.08,10,2.16,19.44,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000172,1,SKU_500ML,25,1.08,10,3.00,27.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000173,1,SKU_500ML,16,1.08,10,1.92,17.28,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000174,1,SKU_500ML,17,1.08,10,2.04,18.36,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000175,1,SKU_500ML,16,1.08,10,1.92,17.28,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000176,1,SKU_500ML,19,1.08,10,2.28,20.52,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000177,1,SKU_1L,17,1.80,10,3.40,30.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000178,1,SKU_1L,21,1.80,10,4.20,37.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000179,1,SKU_1L,20,1.80,10,4.00,36.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000180,1,SKU_1L,30,1.80,10,6.00,54.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000181,1,SKU_1L,25,1.80,10,5.00,45.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000182,1,SKU_1L,17,1.80,10,3.40,30.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000183,1,SKU_20L,54,6.75,10,40.50,364.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000184,1,SKU_20L,44,6.75,10,33.00,297.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000185,1,SKU_500ML,83,1.08,10,9.96,89.64,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000186,1,SKU_500ML,101,1.08,10,12.12,109.08,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000187,1,SKU_1L,36,1.80,10,7.20,64.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000188,1,SKU_1L,32,1.80,10,6.40,57.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000189,1,SKU_1L,30,1.80,10,6.00,54.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000190,1,SKU_1L,28,1.80,10,5.60,50.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000191,1,SKU_1L,27,1.80,10,5.40,48.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000192,1,SKU_1L,29,1.80,10,5.80,52.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000193,1,SKU_20L,34,6.75,10,25.50,229.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000194,1,SKU_20L,41,6.75,10,30.75,276.75,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000195,1,SKU_20L,39,6.75,10,29.25,263.25,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000196,1,SKU_500ML,43,1.08,10,5.16,46.44,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000197,1,SKU_500ML,30,1.08,10,3.60,32.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000198,1,SKU_500ML,34,1.08,10,4.08,36.72,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000199,1,SKU_500ML,39,1.08,10,4.68,42.12,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000200,1,SKU_500ML,31,1.08,10,3.72,33.48,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000201,1,SKU_500ML,33,1.08,10,3.96,35.64,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000202,1,SKU_500ML,24,1.08,10,2.88,25.92,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000203,1,SKU_1L,45,1.80,10,9.00,81.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000204,1,SKU_1L,50,1.80,10,10.00,90.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000205,1,SKU_1L,39,1.80,10,7.80,70.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000206,1,SKU_1L,47,1.80,10,9.40,84.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000207,1,SKU_20L,20,6.75,10,15.00,135.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000208,1,SKU_20L,14,6.75,10,10.50,94.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000209,1,SKU_20L,17,6.75,10,12.75,114.75,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000210,1,SKU_20L,19,6.75,10,14.25,128.25,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000211,1,SKU_20L,15,6.75,10,11.25,101.25,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000212,1,SKU_20L,15,6.75,10,11.25,101.25,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000213,1,SKU_20L,18,6.75,10,13.50,121.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000214,1,SKU_500ML,33,1.08,10,3.96,35.64,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000215,1,SKU_500ML,40,1.08,10,4.80,43.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000216,1,SKU_500ML,39,1.08,10,4.68,42.12,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000217,1,SKU_500ML,36,1.08,10,4.32,38.88,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000218,1,SKU_500ML,39,1.08,10,4.68,42.12,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000219,1,SKU_500ML,30,1.08,10,3.60,32.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000220,1,SKU_1L,41,1.80,10,8.20,73.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000221,1,SKU_1L,33,1.80,10,6.60,59.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000222,1,SKU_1L,48,1.80,10,9.60,86.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000223,1,SKU_1L,27,1.80,10,5.40,48.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000224,1,SKU_1L,43,1.80,10,8.60,77.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000225,1,SKU_20L,25,6.75,10,18.75,168.75,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000226,1,SKU_20L,29,6.75,10,21.75,195.75,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000227,1,SKU_20L,34,6.75,10,25.50,229.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000228,1,SKU_20L,37,6.75,10,27.75,249.75,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000229,1,SKU_500ML,35,1.08,10,4.20,37.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000230,1,SKU_500ML,28,1.08,10,3.36,30.24,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000231,1,SKU_500ML,47,1.08,10,5.64,50.76,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000232,1,SKU_500ML,24,1.08,10,2.88,25.92,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000233,1,SKU_500ML,26,1.08,10,3.12,28.08,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000234,1,SKU_500ML,35,1.08,10,4.20,37.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000235,1,SKU_500ML,34,1.08,10,4.08,36.72,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_000236,1,SKU_1L,43,1.80,10,8.60,77.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
